"app_id","rating_count_tot","rating_count_ver","avg_rating_tot","avg_rating_ver","diff_rating_ver"
311466554,5452,39,4.5,4.5,0
311548709,43064,216,3,2.5,-0.5
311762416,64,9,4.5,5,0.5
311785642,220,2,4.5,5,0.5
311972587,114096,2157,4.5,4,-0.5
312220102,1296,4,4,5,1
312266675,1293,31,4,5,1
312325565,19946,13,4,2.5,-1.5
312343159,88613,392,4,4.5,0.5
313199385,107727,55,3.5,4.5,1
314303518,21416,974,4.5,4.5,0
314506629,533,27,4,4,0
314652382,32650,754,3.5,3.5,0
314716233,164963,69,3.5,4,0.5
314819528,141,15,3,3,0
314855255,80424,46,4,4.5,0.5
314864297,17190,180,4,4.5,0.5
315021242,7973,127,4,5,1
316025912,19621,1191,4,4.5,0.5
316227296,7315,138,4,4.5,0.5
316391924,118,0,3,0,-3
317469184,290996,150,3.5,3.5,0
317809458,2785,90,4,4,0
317904170,54408,65,3.5,2,-1.5
318304532,8138,107,4,4.5,0.5
318592730,123190,68841,3,3,0
318639200,23810,582,3.5,4,0.5
319204550,54192,32,4,2,-2
319284643,20953,481,4,4,0
319295332,71609,99,4.5,4,-0.5
319740707,32881,7,3.5,2,-1.5
319881193,23201,14,2.5,2,-0.5
320029256,17906,4,3,3,0
320279293,927,3,3.5,2.5,-1
320300350,18920,3014,3.5,4.5,1
320596872,30,0,3,0,-3
320599923,77,1,3,4,1
320606217,104539,11,4.5,4.5,0
320636131,4016,1,4,5,1
320650307,299,28,4,4.5,0.5
321369231,5758,9,4,3,-1
321756558,5565,140,4.5,4.5,0
322423174,213092,51,3.5,4.5,1
322439990,150158,3392,4.5,5,0.5
322523436,6046,446,4,4,0
323229106,345046,3040,4.5,4.5,0
323242790,35930,262,3.5,4,0.5
323438913,22557,526,4,4,0
324266640,292,1,3,5,2
324684580,878563,8253,4.5,4.5,0
324887734,22,0,3.5,0,-3.5
325462190,10472,58,3.5,2,-1.5
325658560,115,70,4,5,1
325683306,13915,205,4.5,5,0.5
325954996,6780,68,4,4.5,0.5
325962257,1701,35,4,4.5,0.5
326082487,6,0,3.5,0,-3.5
326161564,19,0,3,0,-3
326574411,3483,79,4.5,5,0.5
326876192,2838,26,3,2.5,-0.5
326885152,117889,725,3,4.5,1.5
326979430,50710,309,3.5,4,0.5
327193945,3960,0,4.5,0,-4.5
327243363,24258,305,3,2.5,-0.5
327455869,37522,39,4,3,-1
327630330,49578,16,3.5,3,-0.5
328011357,626,44,4,5,1
328205875,9286,49,4,3.5,-0.5
328415391,190670,19,3.5,2.5,-1
329127297,2429,8,4.5,3.5,-1
329174056,0,0,0,0,0
329541503,12811,134,3.5,1.5,-2
329670577,32338,261,4,4.5,0.5
329703516,262,43,4,4,0
329887910,9657,47,4.5,4.5,0
329981776,18332,1007,4.5,5,0.5
330376830,53620,2872,4,5,1
330803072,38533,36,2.5,3.5,1
331004675,40,0,3.5,0,-3.5
331177703,472,0,4,0,-4
331177714,303856,7027,4.5,4.5,0
331259725,2070,0,2.5,0,-2.5
331271904,7941,76,4,3.5,-0.5
331308914,136833,64,3.5,4.5,1
331786748,112886,298,3.5,1.5,-2
331804452,26353,3,3.5,2.5,-1
332568551,171055,31,3,3.5,0.5
333180061,4540,140,4,4.5,0.5
333206289,1926,2,3,3,0
333246187,14345,100,4,2.5,-1.5
333263435,1340,288,4.5,5,0.5
333710667,31912,154,4.5,5,0.5
333903271,354058,452,3.5,4,0.5
334235181,248,0,4,0,-4
334256223,11691,44,3.5,4.5,1
334264405,381,6,3,2,-1
334503000,18884,451,4,4.5,0.5
334989259,7410,82,4,4.5,0.5
335029050,15175,308,4,4,0
335047649,3166,34,4,4.5,0.5
335364882,88885,333,4.5,4,-0.5
335545504,882,85,5,5,0
335709058,1729,599,4,4.5,0.5
335744614,43682,19,3.5,2.5,-1
335862325,861,70,2,2.5,0.5
335875911,7469,68,3.5,5,1.5
335989871,4186,6,3.5,4.5,1
336141475,4885,0,3.5,0,-3.5
336347946,3970,509,4,4,0
336353151,135744,594,4,4.5,0.5
336435697,18841,0,4,0,-4
336477530,1438,171,4,4,0
336599882,10298,7,4.5,3.5,-1
336683524,1842,23,3.5,2.5,-1
336689375,2548,5,4,4,0
336834650,319,12,3,5,2
336860594,34507,38,3.5,5,1.5
337021781,26482,331,3.5,2.5,-1
337056601,273,0,3,0,-3
337288863,8331,24,4,3.5,-0.5
337402021,17023,916,4,4.5,0.5
337462979,1101,8,4,4,0
337571576,1193,1,4,2,-2
337710261,35,0,2.5,0,-2.5
337866370,4088,436,4,4.5,0.5
338057689,63943,31264,4,4,0
338137227,70286,51,3,4,1
338761996,1150,0,2.5,0,-2.5
338828953,54630,280,2.5,4.5,2
339440515,98777,233,3,4,1
339462921,649,11,4,4,0
339532909,60236,58,3,4.5,1.5
340368403,115,0,3.5,0,-3.5
340769953,26732,1428,4,4.5,0.5
340779800,2722,1,4.5,5,0.5
341036067,11013,76,3.5,5,1.5
341232718,507706,181,4.5,4.5,0
341329033,397,0,4.5,0,-4.5
341691394,196,3,4,5,1
341776037,24553,2620,4,4.5,0.5
342115564,12557,6,3.5,5,1.5
342138881,26227,7,4,4.5,0.5
342548956,28388,7009,5,5,0
342602105,282,1,4,5,1
342699962,19296,7,4,4,0
342792525,183425,4724,4.5,5,0.5
343200656,824451,107,4.5,3,-1.5
343555245,512,6,3.5,5,1.5
343638336,315,0,3.5,0,-3.5
343889987,268,0,3.5,0,-3.5
344065205,438,295,4.5,4.5,0
344176018,187,0,3.5,0,-3.5
344186162,15142,73,4,4,0
344542975,30552,18,3,2.5,-0.5
345445479,9744,42,3.5,3,-0.5
345542655,13482,2517,4.5,4.5,0
346184215,17516,125,3.5,5,1.5
346453382,186653,226,3.5,3.5,0
346513173,10031,142,4,5,1
346997126,81,0,3,0,-3
347310316,9854,823,4,4,0
347393479,1093,106,4,4.5,0.5
347400507,4475,95,4.5,4.5,0
347411942,9405,1089,4,4.5,0.5
347418999,2417,1366,4.5,4.5,0
347803339,2923,300,4.5,4.5,0
348530331,8657,1468,3.5,4,0.5
348543978,70,1,2,1,-1
348684697,162,32,4,5,1
349079731,5,0,4,0,-4
349276209,12354,1428,4,4.5,0.5
349442137,269,0,3,0,-3
350480010,0,0,0,0,0
350642635,426463,680,5,4,-1
350962117,7265,11,3.5,4,0.5
351091731,844,1,4,1,-3
351184863,101,1,4,5,1
351331194,34428,23,4.5,4,-0.5
351707231,36946,152,4.5,4,-0.5
351727428,21090,1325,4.5,5,0.5
351939099,653,8,4.5,4.5,0
351986992,1118,29,4.5,5,0.5
352000376,348,33,4,4,0
352041837,207,50,3.5,3,-0.5
352199775,5000,23,4.5,4.5,0
352247139,15188,272,4.5,4,-0.5
352509417,18572,307,4.5,4.5,0
352670055,6403,491,4.5,4.5,0
352683833,417779,914,4.5,4.5,0
353372460,9,1,5,5,0
353573707,107,0,2.5,0,-2.5
353603279,72,72,2,2,0
353642901,2044,10,3.5,3,-0.5
353665650,16683,21,3.5,2.5,-1
354051766,1455,1450,3,3,0
354655665,15056,751,4,4,0
354850853,249,5,4.5,4.5,0
354972939,6091,75,4,3.5,-0.5
354974729,2754,55,4,2.5,-1.5
355524910,9870,12,4.5,4.5,0
355554941,82602,13,4,4.5,0.5
355709084,0,0,0,0,0
355940964,762,5,4,5,1
356618664,160,2,4,3,-1
356968629,9,0,3,0,-3
357218860,260965,228,4,3,-1
357404131,2305,100,4,5,1
357421934,137,21,4,5,1
357467791,11999,233,4,4.5,0.5
357577420,1995,148,4.5,4.5,0
357828853,35045,250,4.5,4.5,0
358055270,343,15,4,4.5,0.5
358207332,1824,113,4,4,0
359891723,39642,492,4,4,0
359917414,679055,9673,4.5,4.5,0
360593530,17594,143,4,4,0
361231506,3531,177,4,4.5,0.5
362179828,1080,5,3.5,2.5,-1
362348516,11421,57,4,2.5,-1.5
362949845,698516,132,4.5,4,-0.5
363201632,4497,448,4,4,0
363282253,163598,503,5,4,-1
363306776,39678,114,3.5,3.5,0
363317633,1809,52,4.5,3.5,-1
363360636,624,20,3.5,3.5,0
363448251,3761,596,4.5,4.5,0
363451838,353,8,4,3.5,-0.5
363486802,6503,60,4.5,5,0.5
363486833,71,3,3,4.5,1.5
363590051,308844,139,3.5,3,-0.5
363738376,3909,36,4.5,5,0.5
363992049,308,0,4.5,0,-4.5
363998953,11156,8,4.5,2.5,-2
364017607,8542,543,4.5,5,0.5
364159440,5853,3860,3.5,4,0.5
364165557,1506,198,4,4.5,0.5
364183992,1649,1,3.5,5,1.5
364191819,78890,449,3,3.5,0.5
364204209,2147,23,4,5,1
364234221,89110,114,4.5,4,-0.5
364252504,208648,25664,4,4.5,0.5
364267763,856,38,2.5,3.5,1
364500115,7825,828,4.5,4.5,0
364502063,7033,119,4,4.5,0.5
364733950,4255,209,4,2,-2
364738545,3230,5,4.5,4,-0.5
364740856,54175,10176,4.5,4.5,0
364762290,308,8,4,4.5,0.5
364899325,2602,71,3,4.5,1.5
364901807,29110,324,4.5,4.5,0
364904019,273,8,3.5,4.5,1
365152940,15654,24,4.5,4.5,0
365235835,189,0,2.5,0,-2.5
365724094,829,16,4.5,4.5,0
366195670,663,5,5,4,-1
366247306,359832,17119,4.5,5,0.5
366562751,9011,49,3.5,4,0.5
366626332,17667,14,4.5,4,-0.5
366869252,65450,2721,4,4.5,0.5
367003839,31261,374,4.5,4.5,0
367242040,9885,10,4,4,0
367287593,11091,415,3,4.5,1.5
367623543,132703,394,4,3,-1
367706767,286,25,2.5,5,2.5
368494609,12683,108,4,4,0
368677368,49466,150,3,2,-1
368948250,168,0,4,0,-4
369111608,114,0,4,0,-4
369266386,2798,357,4.5,4.5,0
369692259,62,0,3.5,0,-3.5
369820957,1756,53,4,5,1
369838631,511,57,4.5,4.5,0
369849199,2609,9,3.5,4.5,1
369970819,354,215,1.5,1,-0.5
370139302,1750,19,3.5,5,1.5
370144476,1121,209,4.5,4.5,0
370406465,339,7,4.5,4.5,0
370697773,34322,3167,4.5,4.5,0
370899391,162,17,4.5,4.5,0
370901726,8,1,3,1,-2
371338715,4386,444,4.5,4.5,0
372283316,5397,476,5,5,0
372513032,75412,66,4.5,4.5,0
372648912,97072,143,4,3.5,-0.5
373185673,9142,22,3.5,4,0.5
373203236,1957,958,4.5,4.5,0
373236724,2944,40,4,4.5,0.5
373311252,588,54,4,4,0
373342398,40552,238,4.5,4.5,0
373454750,1267,0,4.5,0,-4.5
373493387,753,12,4,4.5,0.5
373515261,725,26,4,4.5,0.5
373563219,45,12,4.5,4.5,0
373714084,14910,1003,4,4.5,0.5
373849969,3064,1428,3.5,3.5,0
373903654,12074,43,2.5,1.5,-1
374151636,336,2,4,3,-1
374211477,6257,15,4,4,0
374308914,2445,41,4.5,5,0.5
374791544,22150,1141,4,4.5,0.5
375239755,23530,7,4,2.5,-1.5
375295479,10846,91,4.5,4.5,0
375380948,55171,187,3.5,3.5,0
376183339,5782,149,3.5,3.5,0
376197239,24,2,3.5,5,1.5
376202925,17,0,3.5,0,-3.5
376374689,35759,64,4.5,4,-0.5
376412660,18306,186,4,4.5,0.5
376413870,13567,2625,2,1.5,-0.5
376436174,240,2,3,4.5,1.5
376510438,56170,1264,2,2,0
376561911,19,0,4.5,0,-4.5
377321278,0,0,0,0,0
377342622,10463,193,4.5,3.5,-1
377677727,1255,432,4.5,4.5,0
377704407,5803,10,4,4,0
377831429,227,225,4,4,0
377908737,342,2,3.5,4,0.5
377989827,7578,67,4.5,5,0.5
378326916,1156,951,3.5,3.5,0
378352300,7197,0,3.5,0,-3.5
378781805,5,0,3,0,-3
378782714,3432,0,3,0,-3
379256460,0,0,0,0,0
379323382,24306,6,4.5,5,0.5
379395415,312,0,3.5,0,-3.5
379693831,105274,1774,4.5,4.5,0
379869627,25475,71,4.5,4,-0.5
379937581,8718,381,4,4.5,0.5
379983299,29492,51,3.5,4,0.5
380090605,12787,12,4.5,4.5,0
380641055,2237,41,4,3.5,-0.5
380834987,108,74,4,4.5,0.5
380908399,25403,1598,4.5,4.5,0
380932800,210,4,3.5,4.5,1
380974668,169,16,4,4.5,0.5
381059732,7447,18,4.5,4.5,0
381342267,12833,282,4.5,4.5,0
381471023,130450,1010,5,4.5,-0.5
381477230,6,0,4,0,-4
381722077,1111,0,1.5,0,-1.5
382002079,3194,18,4.5,4.5,0
382013715,1399,24,2.5,2.5,0
382045106,10,0,4.5,0,-4.5
382201985,1990,0,4.5,0,-4.5
382497397,8149,173,4,4.5,0.5
382509315,29376,11,4.5,5,0.5
382596778,74,3,4.5,5,0.5
382617920,164249,206,4.5,4.5,0
382991304,14605,23,4.5,5,0.5
383298204,130823,29363,4.5,5,0.5
383718755,486,25,4.5,4,-0.5
383819300,8946,1776,4.5,4.5,0
384282298,1993,36,4,4,0
384830320,43877,80,4.5,4.5,0
385145330,2377,5,4.5,5,0.5
385285922,1590,6,4.5,5,0.5
385533456,2070,16,4,4.5,0.5
385724144,9,0,4,0,-4
385756768,11530,81,4.5,4.5,0
385919493,194,0,4,0,-4
385957032,200,0,3.5,0,-3.5
386098453,16772,293,4.5,3,-1.5
386239683,9,7,4,4.5,0.5
386241770,2113,20,3.5,2.5,-1
386505750,794,8,4,3.5,-0.5
386592716,8939,15,4,1.5,-2.5
387109554,308,0,3.5,0,-3.5
387310377,5,1,2,1,-1
387428400,326482,177050,5,5,0
387682726,3801,6,4,4,0
387893495,209,1,3.5,5,1.5
388130466,33868,463,4.5,4.5,0
388336485,13741,58,3.5,2.5,-1
388389451,18418,706,4.5,5,0.5
388459613,21,0,1.5,0,-1.5
388462078,1588,6,3.5,4.5,1
388491656,8094,191,3,2.5,-0.5
388497605,1652,202,3,2.5,-0.5
388624839,5482,25,4.5,4.5,0
388633565,611,186,4.5,4.5,0
388838723,26697,3109,4.5,4.5,0
388932995,317,0,4,0,-4
389204861,14202,638,3.5,3.5,0
389359495,2064,2,2.5,4,1.5
389481236,746,1,4.5,5,0.5
389543438,0,0,0,0,0
389638243,52642,16,3.5,3.5,0
389781154,27317,2,2.5,5,2.5
389784247,76,2,4,1,-3
389801252,2161558,1289,4.5,4,-0.5
390017969,2554,93,4.5,3.5,-1
390109631,1058,3,3.5,3.5,0
390422167,10382,281,4,3.5,-0.5
390523040,1428,1417,3.5,3.5,0
390577714,3134,160,2.5,3,0.5
391071343,596,0,2.5,0,-2.5
391297152,4378,251,4.5,4.5,0
391304000,280,12,4,4,0
391432693,1045,2,4,2.5,-1.5
391767653,1110,31,4.5,3.5,-1
391855805,11154,1862,4.5,5,0.5
391947489,0,0,0,0,0
391965015,258,0,2,0,-2
392084834,44567,202,4.5,4.5,0
392186427,3818,69,2.5,1.5,-1
392188745,7562,9,4.5,4,-0.5
392198579,120,12,4.5,4.5,0
392252535,206,128,3,3.5,0.5
392408028,1755,83,4.5,4.5,0
392538848,1037,95,4.5,4.5,0
392788790,4755,132,4,3.5,-0.5
392790924,825,28,3.5,4,0.5
392796698,28260,294,4.5,4.5,0
392899425,306,1,3.5,1,-2.5
392915994,32527,4411,4.5,4,-0.5
392988420,103655,39452,5,5,0
393313223,15981,440,4.5,4.5,0
393328150,15593,301,4.5,5,0.5
393670998,206,2,4,3.5,-0.5
393765873,786,0,3.5,0,-3.5
393989284,1207,2,4.5,4.5,0
394057299,6879,54,4.5,4.5,0
394075284,5683,7,4,4.5,0.5
394342281,0,0,0,0,0
394732447,5059,20,4,3.5,-0.5
395042892,10158,475,4.5,4.5,0
395096736,291,0,4,0,-4
395148744,31,15,3,3,0
395545555,35981,237,4,4,0
395627741,14493,384,4.5,4.5,0
395680819,853,11,4,5,1
395893124,990,4,3,2,-1
395898626,676,0,3,0,-3
395979574,128739,5515,4.5,4.5,0
396082453,1556,25,4.5,5,0.5
396085661,12331,11,4.5,4.5,0
396224808,22,1,4.5,5,0.5
396669943,6527,15,4,4,0
396837225,13049,1180,4.5,4.5,0
396885309,3692,27,3.5,2,-1.5
397049430,41446,566,4.5,4.5,0
397533889,8221,0,4.5,0,-4.5
397836467,36190,221,4.5,4,-0.5
397951063,14491,304,4.5,4.5,0
398129933,99244,1760,4.5,4.5,0
398166286,0,0,0,0,0
398329664,75714,481,4,4.5,0.5
398348506,35161,1316,4.5,4,-0.5
398436747,11875,73,4.5,4.5,0
398453262,122,0,2.5,0,-2.5
398596699,1083,36,2,2.5,0.5
398687544,1575,104,3.5,4,0.5
398860966,24,7,3.5,4,0.5
398954883,53,0,4,0,-4
398975927,739,145,3.5,4,0.5
399355755,100477,35,4,4.5,0.5
399363156,718,4,4,2.5,-1.5
399452287,16849,1125,4.5,4.5,0
399608199,192,2,1.5,3,1.5
399804936,7,0,5,0,-5
400213892,1114,110,4.5,4,-0.5
400666114,1218,11,4,4.5,0.5
400882072,9948,211,4.5,4,-0.5
400971700,528,1,4,2,-2
401301276,4675,15,4.5,5,0.5
401626263,22302,0,4,0,-4
401643317,3849,164,4,4.5,0.5
401644893,233,56,4,5,1
401746066,1798,8,4.5,4.5,0
401818935,916,39,4.5,4.5,0
402012828,2956,94,4.5,4,-0.5
402370879,21648,460,4,3.5,-0.5
402422247,5163,86,4.5,4.5,0
402614251,49,2,4.5,4.5,0
403037266,6081,15,4.5,4.5,0
403090531,4401,2927,5,5,0
403684733,2231,3,4.5,5,0.5
403858572,327025,82,4.5,4,-0.5
404086528,10463,5018,4,4,0
404095058,28672,11,4.5,4.5,0
404299862,4716,718,4.5,4.5,0
404405151,6278,98,3.5,3.5,0
404529222,0,0,0,0,0
404553553,8304,1401,4.5,4.5,0
404593641,15984,97,3,3.5,0.5
404990064,5079,241,4.5,4.5,0
405338085,2416,45,4.5,4.5,0
405548206,36,0,4,0,-4
405622181,8165,110,3.5,3.5,0
405667771,7446,8,4,4.5,0.5
405743220,26419,1157,4,4.5,0.5
405891908,208,13,4,4,0
406239138,7565,80,3.5,3,-0.5
406541444,3040,14,4.5,4,-0.5
406719683,145549,330,4.5,4.5,0
406732590,835,84,4.5,4.5,0
407262212,4262,668,4.5,4,-0.5
407375789,219,1,4,5,1
407558537,56110,57,4.5,4,-0.5
407690035,32341,1707,4.5,5,0.5
407707744,1419,216,4,3.5,-0.5
407838198,3303,37,4.5,4.5,0
407925512,2058,4,4,4,0
407949800,990,50,4,3.5,-0.5
407976815,1986,14,4,4.5,0.5
408233979,8981,66,4.5,4,-0.5
408854559,554,1,4.5,1,-3.5
409128287,8176,13,5,5,0
409157308,53,5,2,1,-1
409299054,6,1,1,1,0
409362880,8,0,3,0,-3
409395695,467,1,4,5,1
409563112,2394,0,4,0,-4
409605521,287,18,4.5,4.5,0
409838725,28189,2723,4.5,5,0.5
409869453,868,8,4.5,4.5,0
409890132,4094,15,4.5,3.5,-1
410031728,3152,41,4.5,4.5,0
410089731,2950,1671,4.5,4.5,0
410148139,3245,53,4,4,0
410229362,9341,53,4.5,3.5,-1
410315894,981,4,2.5,2,-0.5
410319945,735,288,4,4.5,0.5
410351918,15116,2692,4.5,5,0.5
410395246,39638,1213,4.5,4.5,0
410896080,7256,491,3,2.5,-0.5
411206394,12590,126,4.5,3.5,-1
411430426,13258,62,4.5,4,-0.5
411608323,0,0,0,0,0
411711646,331,1,4.5,1,-3.5
411766326,1777,9,3,4,1
411843682,554,1,4.5,4,-0.5
411930498,7535,99,4,4.5,0.5
412223222,2622,3,3.5,2.5,-1
412395632,2340,1,4,1,-3
412403556,823,136,4.5,5,0.5
412792865,261,1,4,5,1
413246702,0,0,0,0,0
413423472,29739,2253,4.5,5,0.5
413487517,0,0,0,0,0
413511993,1359,26,3,3,0
413515229,6001,72,4.5,4.5,0
413618155,10,0,3,0,-3
413936865,4188,602,4.5,4.5,0
413993350,89,0,4,0,-4
414002091,513,10,4,3.5,-0.5
414113282,1329,47,3,3,0
414245413,361,4,3.5,1.5,-2
414430589,3768,5,4,3,-1
414478124,34584,100,4.5,4,-0.5
414603431,745,7,3.5,5,1.5
414706506,26786,27,3.5,4.5,1
414834813,1911,39,4,4.5,0.5
414835676,1393,33,4.5,4.5,0
415069562,430,35,4.5,4.5,0
415138546,193,40,4.5,4,-0.5
415468221,7,1,4.5,4,-0.5
415606289,84,0,4.5,0,-4.5
415842508,116,3,4,5,1
415850124,4352,33,4.5,5,0.5
416023011,126948,107245,4.5,4.5,0
416048305,6478,21,5,5,0
416345444,31116,77,4,4.5,0.5
416457422,248,1,3,1,-2
416981420,3326,289,5,5,0
417200582,100,0,4.5,0,-4.5
417352269,102,1,4.5,5,0.5
417373312,3662,37,4.5,4,-0.5
417817520,219418,328,4.5,4.5,0
417906074,2293,399,4.5,4,-0.5
418075935,16979,183,4.5,4,-0.5
418987775,110420,370,4.5,4.5,0
419135449,4719,61,4,4.5,0.5
419261235,157,0,5,0,-5
419411014,1537,159,4.5,4,-0.5
419724490,29,1,3.5,5,1.5
419805549,2270,4,4.5,5,0.5
420009108,1724546,3842,4.5,4,-0.5
420635506,170843,123,4.5,4,-0.5
420636551,70122,251,4.5,4,-0.5
420859056,1887,75,3,3.5,0.5
421167112,293857,249,4.5,4,-0.5
421168738,193,0,4.5,0,-4.5
421254504,131695,1102,4.5,4,-0.5
421547368,47506,30,3.5,4,0.5
421894356,2261,689,4.5,4,-0.5
421988577,26,26,3,3,0
421998342,56399,98,4,4,0
422366403,5987,97,2.5,2,-0.5
422667065,414803,4536,4.5,4.5,0
422689480,135962,677,4,4.5,0.5
422845617,0,0,0,0,0
423084029,549,2,4.5,5,0.5
423198259,10619,893,5,5,0
423246594,13572,55,3,2.5,-0.5
423443665,149,0,3.5,0,-3.5
423492040,249,83,4.5,4,-0.5
423514795,152,0,2.5,0,-2.5
423855879,1073,186,4,4,0
424123969,9763,1556,4.5,4.5,0
424216726,60490,1102,4,4,0
424229589,2552,1041,4.5,4.5,0
424591347,1378,17,4.5,3.5,-1
424598114,38,0,3,0,-3
424881832,299,29,4.5,5,0.5
424912055,5362,68,4.5,4,-0.5
425073498,6109,356,4.5,4.5,0
425349261,4263,6,4.5,1,-3.5
425996445,714,8,4,4,0
426072035,3170,4,4,3,-1
426097375,936,4,4,4,0
426170776,1341,63,4,4,0
426282304,4934,164,4,4,0
426382105,9649,29,4,3.5,-0.5
426414466,11,0,4,0,-4
426415634,2493,13,4,4,0
426747278,1888,26,3.5,3.5,0
427419772,923,48,4.5,4,-0.5
427457043,65,1,3.5,1,-2.5
427555239,115,1,2,1,-1
427916203,10278,112,3.5,4.5,1
427941017,624,4,4,5,1
428845974,177501,1014,4.5,4.5,0
428970841,500,479,4,4,0
429009175,159735,2556,4,4.5,0.5
429047995,1061624,1814,4.5,4,-0.5
429610587,98344,877,3.5,4.5,1
429775439,26278,9,3,3,0
429851711,35769,21,4.5,2,-2.5
429870273,540,48,4.5,5,0.5
429885089,224,4,3.5,5,1.5
430152294,11665,364,4,4.5,0.5
430200224,20951,935,4,4,0
430229059,43,24,4.5,4.5,0
430234732,125,3,4,4.5,0.5
430616332,92,1,4.5,5,0.5
430823968,857,14,4,4,0
430856616,528,379,4,4,0
430920838,626,435,4.5,4.5,0
431023686,1026,0,4.5,0,-4.5
